Humidity,Wet Bulb Temperature,Wind Speed,Solar Radiation
50,1.6,1.6,0
56,1.6,1.9,4
58,1.6,2.3,4
52,1.6,1.2,0
60,1.3,2.3,4
53,1.3,0.9,0
55,1.2,1.0,0
63,1.2,1.6,4
56,1.2,1.0,0
64,1.2,2.0,4
58,1.1,1.6,0
64,1.1,1.8,4
59,1.0,1.1,0
65,1.0,1.4,4
64,0.9,1.6,4
61,0.9,2.6,0
64,0.8,1.7,4
61,0.8,1.7,0
67,0.5,1.0,4
63,0.5,2.6,0
61,0.2,1.8,0
70,0.2,1.2,4
60,-0.3,1.8,0
66,-0.3,2.6,4
62,-0.5,3.4,0
65,-0.5,1.6,13
73,0.6,4.1,120
60,0.6,3.8,0
69,0.3,5.6,144
62,0.3,4.3,0
60,0.4,3.8,0
72,0.4,4.7,205
70,0.2,4.3,232
59,0.2,3.0,0
59,12.6,3.8,0
58,0.1,3.4,0
71,0.1,4.7,63
72,0.0,4.2,45
57,0.0,2.8,0
56,-0.2,2.3,0
70,-0.2,4.5,13
64,-1.1,3.2,4
59,-1.1,2.6,0
73,-1.6,3.3,5
59,-1.6,1.7,0
70,-2.1,2.5,5
59,-2.1,4.6,0
58,-2.5,2.2,0
76,-2.5,3.5,5
56,-3.0,2.9,0
71,-3.0,3.0,5
66,-3.3,4.1,5
54,-3.3,3.4,0
60,-4.1,4.8,5
52,-4.1,4.3,0
54,-4.4,2.6,0
61,-4.4,3.8,5
55,-4.8,4.2,0
61,-4.8,3.6,5
61,-5.1,4.7,5
54,-4.4,5.1,0
61,-5.9,4.7,5
54,-5.9,5.7,0
62,-6.4,4.9,5
57,-6.4,3.9,0
62,-6.8,3.8,5
55,-6.8,6.2,0
62,-6.8,4.0,5
53,-6.8,6.6,0
59,-7.0,4.6,14
53,-7.0,5.6,0
52,-7.0,4.7,0
58,-7.0,4.0,67
57,-6.7,4.1,144
52,-6.7,4.5,0
48,-6.4,3.8,0
56,-6.4,3.1,216
53,-5.4,3.1,476
45,-5.4,4.6,0
48,-5.2,4.6,480
42,-5.2,3.6,0
45,-5.0,2.3,438
40,-5.0,3.3,0
42,-4.5,1.9,347
39,-4.5,3.1,0
38,-4.4,2.3,0
43,-4.4,2.8,220
43,-4.5,2.8,75
38,-4.5,2.0,0
47,-4.7,2.8,5
40,-4.7,3.6,0
49,-5.2,2.2,5
42,-5.2,3.1,0
51,-5.2,1.7,5
43,-5.2,0.6,0
53,-5.3,2.1,5
44,-5.3,2.9,0
53,-5.2,2.3,5
45,-5.2,1.9,0
58,-5.5,1.7,5
45,-5.5,2.0,0
58,-5.6,1.9,5
46,-5.6,1.6,0
58,-6.0,1.5,5
48,-6.0,1.3,0
60,-6.3,0.9,5
51,-6.3,2.4,0
59,-6.4,2.0,5
52,-6.4,2.2,0
59,-6.4,3.0,5
51,-6.4,2.7,0
57,-6.7,2.2,5
49,-6.7,2.8,0
56,-7.2,1.3,5
54,-7.2,3.1,0
56,-7.1,1.9,0
61,-7.1,1.5,5
55,-7.0,1.5,0
62,-7.0,1.7,19
53,-5.9,3.3,0
60,-5.9,2.5,88
58,-4.8,2.7,291
52,-4.8,2.0,0
66,-2.9,2.1,522
56,-2.9,2.7,0
68,-2.1,2.0,264
55,-2.1,0.8,0
59,-1.7,1.6,0
70,-1.7,1.2,277
69,-1.4,1.3,241
63,-1.4,0.9,0
58,-1.2,1.0,0
69,-1.2,1.0,341
71,-0.9,1.9,210
64,-0.9,3.1,0
72,-0.6,2.4,78
66,-0.6,2.0,0
72,-0.6,2.8,5
63,-0.6,1.8,0
71,-0.3,4.4,4
64,-0.3,3.1,0
73,0.0,4.0,4
63,0.0,2.5,0
66,0.5,3.2,0
71,0.5,5.7,4
72,0.6,3.3,4
64,0.6,3.5,0
67,0.4,2.1,0
73,0.4,4.9,4
66,-0.2,4.5,4
64,-0.2,2.7,0
71,0.1,5.3,4
60,0.1,5.0,0
65,0.1,6.9,0
67,-0.8,5.1,4
61,-0.9,5.2,0
62,-0.9,5.8,4
69,-0.5,5.8,4
58,-0.5,4.2,0
65,-1.2,4.5,4
62,-1.2,1.5,0
71,-0.9,2.6,4
63,-0.9,2.3,0
66,-1.0,2.4,4
59,-1.0,2.3,0
60,-0.5,3.0,0
71,-0.5,3.0,9
66,0.3,2.5,0
89,0.3,5.2,36
76,0.4,2.5,0
93,0.4,4.4,18
84,1.0,2.5,0
97,1.0,3.6,66
97,0.1,2.6,249
82,0.1,1.1,0
95,0.2,2.9,138
82,0.2,1.6,0
77,0.2,1.9,0
86,0.2,2.4,109
83,0.2,3.4,111
79,0.2,2.8,0
80,0.2,1.5,0
82,0.2,3.1,59
82,0.2,2.7,27
75,0.2,2.7,0
82,0.3,3.8,4
77,0.3,2.6,0
82,0.2,3.6,5
74,0.2,4.9,0
75,0.0,2.3,0
82,0.0,3.0,4
74,-0.2,2.5,0
84,-0.2,4.9,4
85,-0.5,3.7,5
76,-0.5,3.0,0
86,-0.7,3.7,5
75,-0.7,4.8,0
85,-1.4,5.4,5
76,-1.4,3.0,0
87,-1.7,3.4,5
75,-1.7,1.5,0
74,-1.7,7.7,0
85,-1.9,4.0,5
72,-1.7,4.5,0
80,-2.1,4.9,5
70,-1.7,4.9,0
79,-2.0,4.4,5
80,-2.0,5.4,5
71,-1.7,4.1,0
70,-1.7,4.2,0
80,-1.4,5.4,5
82,-0.3,5.6,4
74,-0.3,4.3,0
75,1.1,4.5,0
82,1.1,3.5,9
81,2.0,2.5,66
73,2.0,1.2,0
79,2.7,3.4,219
68,2.7,7.6,0
64,3.2,6.5,0
77,3.2,3.5,156
73,3.2,4.4,102
64,3.2,3.4,0
62,2.9,2.7,0
71,2.9,3.2,61
71,2.8,3.7,56
63,2.8,3.5,0
70,3.1,3.9,52
62,3.1,3.4,0
70,2.9,2.5,35
62,2.9,4.2,0
65,2.6,5.0,0
74,2.6,4.1,13
74,2.2,4.9,4
66,2.2,5.0,0
76,2.0,2.6,4
65,2.0,3.5,0
65,1.5,2.5,0
75,1.5,3.7,4
75,1.3,3.7,4
66,1.3,3.4,0
76,1.2,3.9,4
66,1.2,3.8,0
68,0.9,2.2,0
78,0.9,3.5,4
68,0.9,2.3,0
78,0.9,2.0,4
78,0.8,2.2,4
68,0.8,1.6,0
68,0.7,1.1,0
82,0.7,1.1,5
68,1.0,1.6,0
81,1.0,1.0,5
82,1.1,0.7,4
69,1.1,1.5,0
84,0.9,1.1,4
69,0.9,1.7,0
75,1.1,0.8,0
83,1.1,0.4,4
89,1.0,1.4,5
79,1.0,1.3,0
82,1.0,1.8,0
89,1.0,1.4,8
83,0.9,2.7,0
94,0.9,0.8,32
94,1.2,0.9,40
83,1.2,1.9,0
83,1.0,2.1,0
93,1.5,1.6,57
93,2.1,3.7,61
82,2.1,3.0,0
83,1.9,6.4,0
93,1.9,5.2,77
80,2.7,5.3,0
92,2.7,5.6,104
89,2.4,8.1,48
76,2.4,4.0,0
88,2.6,5.1,44
70,2.6,6.0,0
69,2.3,3.4,0
82,2.3,4.5,13
68,2.4,6.7,0
77,2.4,4.9,4
67,2.6,6.5,0
77,2.6,5.5,4
66,2.4,3.9,0
78,2.4,6.3,4
77,2.1,6.2,4
64,2.1,5.4,0
76,2.1,5.7,4
65,2.1,3.6,0
67,1.9,3.0,0
79,1.9,5.6,4
82,2.1,3.6,4
63,2.1,4.6,0
95,0.8,0.7,4
71,0.8,1.9,0
74,1.1,3.1,0
95,1.1,1.0,5
95,0.6,1.3,4
76,0.6,1.9,0
95,0.6,1.3,5
71,0.6,5.7,0
94,0.4,2.0,8
70,0.4,3.3,0
86,-0.2,2.0,30
69,-0.2,2.2,0
82,0.1,1.7,94
79,0.7,1.7,108
64,0.7,3.8,0
61,1.4,2.7,0
80,1.4,3.7,112
57,1.0,0.8,0
79,1.0,4.2,115
78,1.0,2.1,181
56,1.0,2.1,0
75,1.3,1.3,162
59,1.3,3.0,0
67,1.4,2.6,201
60,1.4,3.7,0
71,1.3,2.7,64
59,1.3,3.5,0
61,0.9,1.6,0
75,0.9,1.7,4
61,0.5,1.5,0
78,0.5,2.7,5
64,-0.4,1.2,0
78,-0.4,2.2,5
76,-1.2,2.7,5
66,-1.2,1.2,0
77,-1.8,1.8,5
66,-1.8,1.0,0
67,-2.3,2.0,0
79,-2.3,1.9,5
80,-2.6,2.2,5
67,-2.6,2.7,0
67,-3.0,1.1,0
81,-3.0,2.2,5
69,-3.6,1.5,0
82,-3.6,2.3,5
68,-3.8,2.0,0
86,-3.8,2.0,5
85,-4.0,2.2,5
66,-4.0,2.2,0
68,-3.9,1.3,0
81,-3.9,2.1,5
69,-3.8,3.9,0
82,-3.8,2.8,5
84,-3.9,2.8,16
71,-3.9,4.5,0
87,-3.1,4.1,64
75,-3.1,2.6,0
75,-2.6,3.7,0
84,-2.6,3.0,108
72,-1.7,2.0,0
79,-1.7,3.9,249
65,-1.2,2.1,0
79,-1.2,3.1,189
74,-0.7,4.3,645
61,-0.7,4.0,0
72,-0.1,3.5,301
61,-0.1,1.0,0
69,-0.4,3.9,142
58,-0.4,3.8,0
70,-0.4,3.3,86
58,-0.4,3.2,0
71,-0.3,3.9,29
58,-0.3,1.3,0
74,-0.2,3.2,5
62,-0.2,3.8,0
77,0.2,3.0,4
64,0.2,3.5,0
84,0.1,2.2,4
68,0.1,2.5,0
84,0.4,1.6,4
68,0.4,2.4,0
65,0.4,4.2,0
86,0.4,1.5,5
77,0.4,4.8,5
66,0.4,4.2,0
63,-0.2,2.5,0
75,-0.2,2.7,5
72,-1.0,3.6,5
62,-1.0,4.5,0
72,-1.4,3.9,5
67,-1.4,2.7,0
77,-1.4,3.6,5
68,-1.4,3.2,0
76,-1.6,2.7,5
69,-1.6,3.1,0
72,-1.7,3.1,0
76,-1.7,3.5,5
74,-1.5,2.7,0
78,-1.5,4.5,5
83,-1.4,3.6,5
71,-1.4,5.5,0
78,-1.5,3.3,12
70,-1.5,4.3,0
69,-1.6,4.4,0
78,-1.6,2.3,55
75,-0.8,2.8,296
63,-0.8,3.3,0
55,-0.6,4.7,0
71,-0.6,3.4,383
51,-0.6,0.6,0
50,-0.4,3.8,0
63,-0.4,3.6,152
58,-0.5,4.5,122
48,-0.5,3.0,0
59,-0.5,4.3,328
49,-0.5,4.2,0
50,-0.8,2.2,0
60,-0.8,7.4,200
53,-0.8,2.4,0
66,-1.3,6.1,4
58,-1.3,4.9,0
66,-2.0,7.0,5
58,-2.0,5.0,0
69,-2.1,6.0,5
54,-2.1,5.2,0
71,-1.8,5.3,5
58,-1.8,4.1,0
59,-1.4,4.0,0
69,-1.4,6.9,5
69,-1.0,5.4,5
58,-1.0,5.3,0
60,-0.5,1.2,0
68,-0.5,6.4,4
68,-0.5,6.9,4
58,-0.5,5.9,0
58,-0.6,2.7,0
68,-0.6,6.1,4
71,-0.9,4.1,4
60,-0.9,3.6,0
61,-0.8,3.1,0
72,-0.8,2.9,5
63,-1.3,3.9,0
75,-1.3,2.1,5
64,-1.3,2.3,0
76,-1.3,2.3,5
74,-1.0,1.9,5
63,-1.0,2.0,0
73,-0.7,1.2,9
63,-0.7,2.8,0
73,0.0,4.0,29
64,0.0,5.0,0
74,0.5,6.7,66
65,0.5,6.3,0
73,0.6,6.2,66
64,0.6,3.4,0
65,0.5,4.8,0
76,0.5,5.4,95
58,-0.1,3.1,0
71,-0.1,7.1,178
59,0.0,3.4,0
67,0.0,5.8,200
60,0.0,3.2,0
71,0.0,7.0,182
66,-0.5,5.3,0
70,-0.5,4.9,93
72,-0.6,6.0,24
69,-0.6,5.3,0
66,-0.8,5.5,0
75,-0.8,5.9,5
72,-0.9,5.0,4
66,-0.9,4.4,0
74,-0.7,6.4,5
68,-0.7,3.8,0
73,-0.6,4.7,5
62,-0.6,3.9,0
69,-0.5,5.6,5
60,-0.5,4.2,0
70,-0.3,4.5,5
59,-0.3,3.8,0
62,-0.4,2.6,0
65,-0.4,6.0,4
70,0.2,5.8,4
60,0.2,5.5,0
60,-0.1,2.8,0
69,-0.1,3.7,4
57,-0.9,3.0,0
63,-0.9,5.7,5
61,-1.1,3.6,5
57,-1.1,3.3,0
55,-0.7,3.6,0
65,-0.7,3.4,4
58,-0.9,4.8,0
67,-0.9,3.6,5
70,-0.8,4.9,5
60,-0.8,5.2,0
64,-0.8,5.2,0
72,-0.8,5.2,8
65,-0.7,5.8,0
72,-0.7,5.1,44
74,-0.9,4.8,73
66,-0.9,5.5,0
69,-0.5,3.7,0
74,-0.5,2.8,123
70,0.0,5.3,0
74,0.0,2.0,115
76,0.4,3.2,114
72,0.4,5.3,0
72,1.0,8.0,0
79,1.0,3.9,315
74,1.6,6.4,0
79,1.6,5.3,302
71,1.7,7.9,0
77,1.7,4.6,141
76,1.4,5.7,29
71,1.4,7.1,0
72,1.1,7.4,0
78,1.1,4.3,4
80,1.0,5.2,4
73,1.0,10.0,0
73,1.0,9.1,0
78,1.0,4.9,4
78,1.1,5.2,4
74,1.1,9.5,0
79,0.9,4.4,4
73,0.9,8.9,0
80,1.1,4.9,4
74,1.1,6.4,0
74,1.2,7.3,0
81,1.2,4.1,4
75,1.3,7.4,0
82,1.3,6.0,4
77,1.3,4.3,0
83,1.3,4.5,4
76,1.5,3.2,0
84,1.5,6.1,4
85,1.6,4.8,4
72,1.6,3.0,0
85,1.8,3.2,4
71,1.8,3.7,0
86,1.8,2.7,4
71,1.8,6.1,0
85,2.2,2.8,4
73,2.2,3.8,0
71,2.0,4.2,0
86,2.0,2.6,14
83,2.9,3.4,50
70,2.9,5.9,0
65,4.3,5.5,0
76,4.3,4.5,185
70,5.3,4.3,0
71,5.3,5.1,234
62,5.8,4.4,0
68,5.8,3.5,185
66,6.1,3.7,0
67,6.1,4.4,231
59,6.9,3.0,0
65,6.9,7.9,175
62,7.4,7.4,133
56,7.4,1.7,0
54,7.3,6.4,0
63,7.3,6.1,54
55,7.3,3.3,0
63,7.3,4.8,17
63,7.1,5.4,3
55,7.1,6.1,0
70,7.1,5.0,3
58,7.1,9.0,0
66,6.9,3.7,0
78,6.9,5.4,3
85,6.7,3.3,4
74,6.7,3.8,0
86,6.8,4.4,4
77,6.8,5.2,0
83,6.7,4.5,4
80,6.7,4.9,0
78,6.8,3.4,0
84,6.8,5.4,4
87,7.1,4.8,3
78,7.1,6.7,0
82,7.1,2.7,0
90,7.1,3.5,4
83,7.1,2.1,0
94,7.1,3.0,4
93,7.0,2.7,4
82,7.0,3.3,0
95,7.1,2.4,4
84,7.1,3.2,0
93,7.4,2.9,4
84,7.4,3.5,0
84,7.3,4.5,0
94,7.3,2.9,4
85,7.3,3.0,0
95,7.3,3.6,5
85,7.4,2.1,0
96,7.4,4.3,17
93,7.6,5.2,89
80,7.6,4.3,0
73,7.9,1.5,0
88,7.9,5.1,71
71,7.7,1.6,0
82,7.7,6.9,117
79,7.1,6.5,91
69,7.1,6.8,0
73,6.8,2.6,0
81,6.8,6.8,129
74,6.7,6.7,0
83,6.7,6.2,105
81,6.9,5.4,67
73,6.9,3.2,0
72,6.8,3.1,0
80,6.8,4.0,22
72,6.5,4.4,0
81,6.5,2.5,4
84,5.3,2.0,4
74,5.3,3.0,0
73,4.8,1.9,0
85,4.8,2.3,4
72,4.5,1.3,0
84,4.5,2.3,4
82,4.3,1.8,4
73,4.3,3.4,0
80,4.3,2.4,4
73,4.3,1.5,0
82,4.0,2.2,4
72,4.0,1.7,0
83,4.0,3.5,4
72,4.0,2.2,0
71,3.7,3.2,0
82,3.7,1.6,4
85,4.0,2.2,4
71,4.0,0.8,0
85,4.1,3.2,4
72,4.1,2.2,0
85,4.0,2.5,6
72,4.0,4.5,0
85,3.9,4.8,19
73,3.9,2.1,0
90,4.0,4.3,31
75,4.0,4.4,0
75,4.1,3.3,0
86,4.1,8.0,42
84,3.8,5.7,32
75,3.8,5.2,0
78,3.8,7.4,0
84,3.8,7.9,48
85,4.0,8.3,40
77,4.0,6.7,0
85,3.7,7.2,23
76,3.7,10.1,0
80,3.7,8.7,0
86,3.7,7.4,14
77,3.8,7.8,0
85,3.8,9.7,7
85,4.0,10.8,4
77,4.0,10.3,0
77,4.3,11.0,0
84,4.3,10.3,4
82,4.3,7.5,0
84,4.3,10.3,4
87,2.3,9.8,0
86,1.5,11.0,0
86,1.7,11.1,0
87,1.5,9.6,0
87,1.2,6.2,0
87,-0.1,10.1,0
97,-0.9,5.9,26
85,-0.9,7.0,0
96,-1.7,6.5,85
80,-1.7,7.6,0
77,-2.4,5.9,0
85,-2.4,6.1,102
73,-2.8,4.3,0
83,-2.8,5.2,90
69,-3.2,5.5,0
78,-3.2,6.0,70
68,-3.2,3.2,0
75,-3.2,5.1,71
74,-3.2,3.3,60
68,-3.2,1.4,0
73,-3.2,3.7,28
67,-3.2,3.2,0
62,-3.4,6.0,0
69,-3.4,3.6,11
64,-3.5,1.8,0
68,-3.5,3.7,5
68,-3.5,4.0,5
66,-3.5,2.3,0
70,-3.5,2.6,5
64,-3.5,2.0,0
63,-3.7,2.9,0
69,-3.7,4.1,5
70,-4.0,3.9,5
62,-4.0,2.7,0
63,-4.7,3.7,0
65,-4.7,3.0,5
68,-4.6,0.8,0
67,-4.6,3.4,5
73,-4.8,2.4,5
66,-4.8,2.6,0
72,-5.2,2.8,5
66,-5.2,2.5,0
73,-5.6,2.4,5
66,-5.6,2.0,0
67,-5.5,2.6,0
74,-5.5,2.7,5
74,-5.8,1.4,5
67,-5.8,1.7,0
76,-5.7,3.7,5
67,-5.7,2.6,0
70,-5.8,3.5,0
77,-5.8,5.0,7
80,-5.5,3.3,42
66,-5.5,1.9,0
77,-5.5,4.1,115
58,-5.5,4.2,0
67,-5.5,3.6,169
67,-5.3,1.0,0
74,-5.3,2.0,147
77,-5.1,3.1,76
67,-5.1,2.7,0
67,-5.4,4.2,199
60,-5.4,5.2,0
67,-5.2,4.7,148
60,-5.2,5.2,0
69,-5.4,4.7,56
61,-5.4,3.3,0
61,-5.7,5.1,0
70,-5.7,4.8,16
70,-6.1,4.8,6
61,-6.1,6.6,0
66,-6.2,2.0,0
74,-6.2,4.7,5
78,-6.7,4.0,5
71,-6.8,4.2,0
78,-6.8,4.4,6
79,-6.9,3.1,6
71,-6.9,3.0,0
73,-6.8,4.0,0
79,-6.8,4.5,5
73,-6.6,2.5,0
80,-6.6,3.4,5
65,-6.4,1.7,0
79,-6.4,2.9,5
73,-6.5,2.3,5
62,-6.5,3.2,0
68,-6.7,4.0,5
63,-6.7,2.5,0
67,-6.7,2.8,6
64,-6.7,1.3,0
64,-7.2,1.8,0
68,-7.2,1.9,5
65,-7.3,1.5,0
70,-7.3,1.2,6
65,-7.3,1.4,0
73,-7.3,0.7,6
72,-7.0,1.6,11
65,-7.0,0.9,0
72,-6.6,2.3,52
67,-6.6,1.7,0
64,-6.1,0.3,0
73,-6.1,2.9,53
76,-6.1,1.4,89
64,-6.1,2.1,0
76,-5.7,2.1,134
65,-5.7,1.5,0
64,-5.2,2.3,0
72,-5.2,3.3,132
70,-4.9,3.4,140
62,-4.9,3.4,0
70,-4.4,2.9,298
59,-4.4,2.0,0
70,-4.4,2.8,69
58,-4.4,3.0,0
62,-4.1,3.1,0
70,-4.1,2.5,21
63,-4.0,2.2,0
70,-4.0,1.9,5
61,-3.6,2.5,0
72,-3.6,2.4,5
74,-3.5,1.8,5
63,-3.5,1.6,0
69,-2.9,1.3,0
76,-2.9,2.6,5
76,-3.0,1.6,0
84,-3.0,2.1,5
79,-3.0,5.6,0
86,-3.0,3.0,5
86,-2.7,3.0,5
81,-2.7,2.0,0
77,-2.8,2.7,0
87,-2.8,2.4,5
74,-2.3,5.7,0
82,-2.3,4.1,5
80,-2.1,5.2,5
69,-2.1,4.9,0
80,-2.1,4.8,5
70,-2.1,4.9,0
79,-2.0,3.5,5
71,-2.0,6.4,0
71,-2.3,4.6,0
76,-2.3,3.0,5
70,-2.0,2.3,0
76,-2.0,3.2,4
77,-1.8,2.3,7
67,-1.8,2.8,0
67,-1.6,2.1,0
76,-1.6,2.4,19
68,-1.3,3.8,0
76,-1.3,2.1,70
75,-0.7,2.9,89
69,-0.7,4.2,0
69,-0.2,3.8,0
74,-0.2,2.9,170
63,0.8,1.7,0
71,0.8,2.6,364
70,1.1,2.6,302
62,1.1,2.5,0
68,1.3,0.8,210
61,1.3,0.3,0
65,1.2,2.4,0
73,1.2,0.8,64
74,1.2,2.7,23
67,1.2,1.9,0
66,1.2,0.9,0
74,1.2,1.9,4
66,1.3,1.0,0
74,1.3,0.9,4
72,1.6,0.8,0
75,1.6,1.4,4
82,1.7,0.5,4
74,1.7,1.6,0
69,1.9,0.5,0
79,1.9,0.0,4
69,2.2,1.9,0
85,2.2,1.1,4
85,2.0,1.6,4
75,2.0,2.8,0
86,1.8,1.9,4
76,1.8,1.3,0
86,2.0,1.2,4
78,2.0,1.5,0
78,2.1,1.1,0
89,2.1,1.8,4
75,2.0,1.6,0
90,2.0,2.1,4
87,2.0,1.0,4
74,2.0,1.9,0
85,1.4,0.6,4
72,1.4,2.2,0
85,1.2,1.7,4
70,1.2,2.1,0
81,1.0,3.3,11
71,1.0,1.6,0
70,0.7,0.6,0
81,0.7,1.2,80
70,1.4,1.4,0
79,1.4,1.2,173
81,2.2,1.8,278
74,2.2,3.1,0
86,2.4,3.5,324
75,2.4,2.6,0
78,2.6,3.8,0
87,2.6,2.2,309
77,2.7,2.3,0
90,2.7,2.4,118
75,2.9,0.5,0
84,2.9,2.0,196
73,3.2,1.7,0
88,3.2,2.4,107
85,3.3,3.4,29
78,3.3,3.1,0
77,3.2,1.2,0
84,3.2,1.6,4
84,3.5,2.7,4
76,3.5,1.9,0
77,3.7,2.4,0
85,3.7,4.3,4
78,3.8,1.8,0
87,3.8,2.8,4
77,3.3,2.9,0
85,3.3,4.2,4
78,2.7,3.1,0
87,2.7,5.3,4
77,2.6,4.4,0
90,2.6,6.2,4
81,1.9,4.6,0
93,1.9,5.7,4
83,1.6,4.1,0
95,1.6,4.9,4
95,1.6,5.2,4
85,1.6,3.9,0
94,2.1,5.8,4
85,2.1,3.8,0
85,2.5,5.8,0
93,2.5,7.1,4
83,2.6,4.7,0
92,2.6,7.5,4
91,2.5,7.9,4
83,2.5,4.6,0
90,2.8,7.9,5
82,2.8,5.2,0
82,3.0,6.5,0
91,3.0,8.4,7
85,3.1,6.7,0
95,3.1,7.1,16
95,3.1,7.1,11
86,3.1,8.2,0
86,4.2,4.1,0
98,4.2,7.6,34
98,4.7,6.1,35
84,4.7,5.9,0
92,4.8,6.9,41
83,4.8,3.2,0
95,4.7,8.6,27
85,4.7,4.5,0
86,4.9,3.4,0
96,4.9,5.3,9
87,5.2,3.4,0
98,5.2,7.1,6
88,5.3,4.2,0
99,5.3,5.9,4
100,5.6,5.6,4
89,5.6,6.4,0
89,5.7,5.0,0
100,5.7,2.9,4
89,5.7,5.0,0
100,5.7,5.4,4
100,5.9,6.6,4
89,5.9,3.8,0
99,6.2,4.9,4
89,6.2,4.4,0
88,7.2,2.3,0
97,7.2,4.0,4
97,5.5,1.3,4
88,5.5,0.9,0
89,5.5,0.5,0
99,5.5,1.6,4
89,6.0,0.5,0
99,6.0,0.0,4
89,6.9,2.5,0
95,6.9,1.4,4
98,6.8,1.4,4
89,6.8,1.5,0
89,6.5,0.7,0
98,6.5,1.5,5
88,8.1,2.7,14
85,8.1,4.2,0
84,7.4,5.7,94
79,7.4,3.1,0
70,6.6,3.0,0
82,6.6,3.9,132
74,5.5,7.1,117
68,5.5,1.7,0
68,4.6,3.8,0
70,4.6,8.0,208
81,4.9,2.7,94
68,4.9,5.5,0
70,4.8,2.3,0
83,4.8,4.3,26
75,4.6,2.8,0
87,4.6,3.3,36
78,4.2,1.2,0
89,4.2,4.7,10
80,4.2,1.8,0
92,4.2,3.5,4
93,4.1,3.4,4
82,4.1,4.2,0
81,4.3,6.1,0
94,4.3,3.0,4
91,2.9,3.7,4
80,2.9,2.5,0
80,2.2,4.2,0
89,2.2,2.5,4
86,2.2,2.7,4
76,2.2,3.1,0
74,2.1,4.8,0
84,2.1,3.4,4
83,1.8,4.2,4
73,1.8,5.1,0
81,1.7,3.4,4
74,1.7,3.0,0
72,1.6,3.1,0
81,1.6,2.9,4
72,1.4,2.0,0
80,1.4,4.2,4
80,1.4,2.6,4
73,1.4,5.2,0
88,0.9,3.2,4
73,0.9,4.5,0
81,1.0,3.9,0
87,1.0,2.9,4
80,0.8,4.9,0
92,0.8,3.4,6
77,0.9,7.1,0
91,0.9,4.2,33
87,1.1,6.5,84
78,1.1,7.0,0
95,0.9,5.6,105
82,0.9,7.0,0
98,0.6,7.8,185
76,0.6,5.0,0
97,0.7,5.8,128
76,0.7,6.9,0
83,0.8,5.3,132
72,0.8,8.4,0
81,0.5,7.3,95
70,0.5,6.1,0
78,0.3,7.0,78
71,0.3,3.4,0
69,-0.1,3.0,0
78,-0.1,5.3,12
72,-0.4,3.2,0
79,-0.4,4.2,5
78,-0.7,3.6,5
69,-0.7,4.6,0
78,-0.8,4.0,5
71,-0.8,4.0,0
78,-0.9,3.6,5
69,-1.1,3.6,0
78,-1.1,3.3,5
78,-1.3,4.2,5
70,-1.3,3.7,0
79,-1.5,2.4,5
68,-1.5,3.1,0
77,-1.6,3.2,5
65,-1.6,2.4,0
63,-1.7,4.2,0
75,-1.7,3.1,5
73,-1.9,2.1,5
63,-1.9,2.6,0
71,-1.9,4.2,5
62,-1.9,3.3,0
70,-2.0,2.6,5
61,-2.0,3.6,0
61,-1.9,4.2,0
73,-1.9,3.1,5
62,-1.5,2.7,0
71,-2.1,1.6,5
72,-1.9,2.2,6
62,-1.9,3.5,0
75,-1.9,1.3,22
62,-1.9,3.1,0
75,-1.6,2.4,50
66,-1.6,1.9,0
74,-1.5,1.5,75
65,-1.5,3.2,0
66,-1.3,3.2,0
77,-1.3,1.6,68
75,-1.3,2.5,81
65,-1.3,1.8,0
75,-1.2,1.9,72
64,-1.2,1.3,0
74,-1.3,2.2,42
62,-1.3,4.2,0
71,-1.4,1.6,31
63,-1.4,1.7,0
71,-1.4,2.3,8
63,-1.4,2.1,0
63,-1.2,1.7,0
71,-1.2,2.7,5
75,-1.4,3.5,5
64,-1.4,2.9,0
73,-1.8,2.5,5
63,-1.8,3.6,0
73,-2.0,4.2,5
64,-2.0,2.1,0
66,-2.5,3.4,5
57,-2.5,1.6,0
63,-2.7,3.5,5
56,-2.7,1.9,0
59,-2.7,3.2,0
65,-2.7,1.4,5
63,-2.7,3.0,0
70,-2.7,1.8,5
66,-2.5,2.4,0
82,-2.5,2.8,5
87,-2.4,2.4,5
76,-2.4,2.0,0
85,-2.5,2.4,5
67,-2.5,1.6,0
65,-2.9,1.3,0
83,-2.9,4.4,5
63,-3.7,5.4,0
75,-3.7,4.3,5
79,-3.8,4.2,5
67,-3.8,3.9,0
71,-4.0,4.6,0
76,-4.0,3.5,6
68,-3.7,2.1,0
78,-3.7,4.9,13
69,-4.7,4.2,44
65,-4.7,2.9,0
72,-4.3,4.7,48
63,-4.3,2.0,0
66,-4.3,4.4,142
58,-4.3,4.5,0
65,-3.9,3.4,148
56,-3.9,5.0,0
65,-3.4,4.3,93
56,-3.4,4.3,0
69,-2.7,5.5,78
59,-2.7,3.3,0
69,-2.2,3.7,70
59,-2.2,2.5,0
70,-1.8,4.8,18
60,-1.8,2.0,0
62,-1.9,3.9,0
72,-1.9,2.2,5
75,-1.5,4.3,5
63,-1.5,3.1,0
66,-1.0,3.0,0
76,-1.0,4.9,5
68,-0.9,4.4,0
78,-0.9,4.6,5
70,-0.4,5.9,0
81,-0.4,3.2,4
83,-0.6,5.2,5
73,-0.6,3.4,0
75,-0.6,5.7,0
85,-0.6,4.4,5
86,-0.7,3.1,5
76,-0.7,2.5,0
