Humidity,Wet Bulb Temperature,Wind Speed,Solar Radiation
87,-0.2,5.3,19
83,-0.5,4.3,3
87,-0.1,7.1,4
77,6.4,6.0,0
85,-0.3,6.8,4
83,-0.4,4.5,3
78,6.4,5.4,0
72,6.4,4.5,0
84,-0.6,6.0,4
77,-0.6,5.2,3
79,-0.6,7.1,4
65,6.4,6.1,0
66,-1.4,5.4,3
75,-0.8,5.8,4
53,6.4,5.5,0
55,6.4,5.4,0
68,-1.4,5.7,4
55,4.9,5.9,0
61,-1.7,4.7,3
66,-1.7,5.5,4
61,-1.7,4.2,3
53,6.4,5.4,0
62,-1.9,5.1,4
60,-2.0,6.3,4
59,-2.0,3.4,3
60,6.4,2.9,0
58,-2.4,5.8,4
59,-2.2,4.3,3
57,6.4,2.5,0
64,-3.3,0.4,3
60,-2.4,4.4,4
62,6.4,1.8,0
64,-3.8,1.3,3
61,6.4,2.7,0
70,-3.8,1.1,4
63,-3.5,0.6,4
58,6.4,2.6,0
68,-4.0,1.2,5
56,6.4,2.1,78
63,-3.6,0.8,124
67,-3.7,1.8,38
64,-2.2,3.3,207
50,6.4,2.9,250
57,-2.5,1.9,313
63,-2.1,4.1,413
56,-2.5,2.0,476
50,6.4,1.9,414
66,-1.8,2.0,549
58,-2.1,1.3,590
54,6.4,1.7,545
61,-1.6,1.5,658
64,-1.7,1.2,648
55,6.4,1.2,625
58,6.4,1.8,653
63,-1.7,2.4,63
65,-1.5,2.4,680
57,-2.0,3.8,654
59,6.4,4.8,638
62,-1.6,3.2,634
56,6.4,7.5,548
60,-1.7,3.6,60
63,-1.5,4.2,559
50,-2.4,5.8,165
53,-1.9,2.2,141
56,6.4,5.0,498
59,-1.6,5.3,167
52,6.4,5.9,82
58,-0.4,4.3,59
57,6.4,6.3,41
57,-0.7,3.8,4
63,6.4,3.6,0
57,-0.5,1.8,2
55,6.4,4.6,0
60,-1.0,2.8,4
57,6.4,4.5,0
58,-0.8,2.2,2
63,-1.1,3.9,4
61,-1.4,3.6,4
59,6.4,4.2,0
73,6.4,1.5,0
71,-1.2,1.4,3
60,-1.8,4.7,4
81,6.4,2.1,0
89,-1.4,2.7,4
92,-2.1,4.8,4
81,4.9,1.7,0
90,-1.8,3.0,4
79,4.9,2.5,0
89,-1.2,2.9,4
85,-0.9,1.8,3
77,4.9,3.8,0
89,-0.7,2.7,4
85,-0.4,2.1,4
78,-0.1,1.7,3
76,4.9,4.9,0
81,-0.3,2.3,4
76,0.4,2.4,3
74,4.9,2.6,0
75,4.9,3.8,0
83,0.2,4.1,4
86,0.7,4.2,4
76,4.9,5.2,0
82,1.3,3.1,13
88,1.1,5.4,20
77,4.9,4.1,12
88,1.4,3.6,48
78,4.9,2.5,33
83,1.5,1.8,41
87,1.7,1.6,60
82,1.9,1.5,43
78,4.9,2.5,43
86,2.0,1.7,56
81,2.3,1.9,55
80,4.9,1.7,84
85,2.6,2.5,114
81,2.6,1.6,102
77,4.9,3.0,191
78,4.9,8.0,93
88,2.4,4.4,79
83,2.2,3.8,64
85,1.6,6.0,126
79,4.9,6.0,169
88,1.8,6.1,154
85,1.4,3.6,108
89,1.5,4.5,127
80,4.9,5.1,119
87,1.5,4.3,110
78,4.9,4.6,129
81,1.2,4.2,102
87,1.6,3.7,77
83,1.3,4.3,51
77,4.9,5.4,92
83,1.3,3.7,22
77,1.3,3.1,21
71,4.9,5.5,14
75,1.4,2.8,3
68,4.9,4.3,0
79,1.4,3.6,4
82,1.6,5.0,4
74,4.9,2.9,0
76,1.4,2.3,3
78,4.9,2.4,0
86,1.5,4.3,4
71,4.9,1.9,0
81,1.2,1.5,3
88,1.6,2.2,4
79,1.2,2.3,4
76,4.9,1.5,0
77,1.1,1.1,4
63,4.9,2.1,0
71,0.9,1.8,3
75,1.1,0.9,4
63,4.9,2.0,0
71,0.9,1.0,4
69,1.1,0.7,3
69,1.1,2.6,2
71,0.8,0.8,4
65,4.9,1.5,0
71,0.8,1.8,4
64,4.9,2.4,0
69,0.9,1.7,2
64,4.9,3.7,0
69,0.9,2.2,2
71,0.7,2.9,4
70,1.0,2.7,2
73,0.8,2.9,4
65,4.9,5.0,0
65,4.9,3.7,0
74,0.8,3.1,4
70,0.9,0.4,3
74,0.6,5.3,37
67,4.9,2.7,34
71,0.9,1.2,32
70,1.2,1.0,93
74,0.8,4.3,92
67,4.9,6.9,70
75,1.2,3.7,182
71,1.3,1.7,169
67,4.9,5.4,146
67,1.9,1.6,627
65,4.9,5.0,527
73,1.7,5.6,748
67,2.8,1.4,445
59,4.9,4.7,623
70,2.9,5.3,626
57,4.9,6.1,659
66,4.2,4.8,646
62,4.1,1.4,413
60,4.8,1.4,596
56,4.8,5.0,501
64,5.0,6.6,455
63,6.0,7.7,560
51,4.8,7.9,339
56,6.5,0.4,198
62,6.7,5.4,287
50,4.8,4.2,399
51,4.8,4.1,238
56,7.0,1.3,79
60,7.1,6.7,266
60,7.6,6.9,96
53,4.8,6.5,75
54,4.8,3.3,0
64,7.2,6.5,4
58,4.8,5.6,0
68,6.8,5.0,3
59,4.8,6.8,0
67,6.6,4.5,3
59,4.8,7.2,0
67,6.4,4.5,3
66,6.5,6.3,3
59,4.8,8.3,0
68,6.4,5.7,3
61,6.7,3.1,1
61,6.7,3.2,1
66,6.5,4.6,3
59,4.8,4.1,0
58,4.8,8.1,0
60,6.6,3.8,1
65,6.4,4.7,3
58,4.8,6.7,0
63,6.3,5.7,3
58,6.6,5.1,1
56,4.8,7.6,0
62,6.3,5.7,3
57,6.6,1.9,1
61,6.4,5.4,3
56,4.8,6.0,0
58,4.8,5.8,0
63,6.5,3.4,3
59,6.8,4.6,1
59,4.8,7.3,0
64,6.7,5.1,4
61,7.2,3.9,1
66,6.9,4.8,39
59,4.8,5.1,59
60,7.6,4.8,70
60,8.4,2.8,197
56,4.8,5.9,244
62,7.8,4.3,236
62,9.0,5.1,396
55,4.8,4.6,408
59,8.9,4.3,338
51,4.8,7.9,522
59,10.0,5.0,228
55,10.1,3.5,569
53,4.8,4.3,117
55,9.8,2.5,138
61,9.9,5.6,225
72,10.5,4.6,273
64,10.2,0.9,319
59,4.8,6.3,125
60,4.8,4.5,458
69,12.1,4.0,337
65,11.4,1.1,327
68,11.6,5.9,370
58,4.8,4.3,476
63,12.0,1.0,105
61,11.5,1.7,118
58,4.8,4.8,334
65,11.5,6.6,306
56,4.8,4.6,134
66,11.5,4.5,81
60,11.5,0.8,103
63,11.2,1.2,43
69,11.4,4.0,30
59,4.8,4.1,29
71,11.7,3.2,2
65,11.5,3.2,0
62,4.8,3.4,0
71,12.2,3.7,2
68,12.1,2.4,0
67,4.8,2.2,0
66,12.1,4.8,2
70,4.8,2.6,0
53,11.8,2.7,0
53,4.8,3.1,0
55,11.7,6.3,2
50,11.3,2.2,0
53,11.1,3.9,2
49,4.8,5.0,0
50,4.8,3.8,0
51,11.1,1.7,0
56,11.1,5.1,2
60,11.3,5.1,2
53,5.4,4.3,0
57,11.5,3.3,0
66,11.7,3.1,2
61,11.4,0.6,0
58,4.8,5.6,0
66,12.2,2.8,0
62,4.8,5.0,0
71,12.2,3.4,2
68,12.4,1.9,0
65,4.8,2.1,0
74,12.7,3.1,2
77,13.0,5.2,2
68,4.8,3.7,0
71,12.9,2.6,0
78,13.2,4.1,2
70,5.4,3.3,0
73,13.2,2.5,0
78,13.2,3.2,3
58,15.5,5.6,186
49,5.4,8.0,257
54,15.4,2.0,192
51,5.4,6.8,207
55,15.1,1.3,124
58,15.7,6.9,162
54,15.4,0.9,71
51,5.4,5.8,84
56,16.1,6.3,326
55,15.7,2.0,27
50,5.4,6.0,52
58,15.9,5.8,60
58,14.7,0.9,0
55,5.4,4.8,0
61,15.8,5.2,2
67,15.5,3.5,1
60,15.2,1.1,-2
57,5.4,4.1,0
71,15.5,4.2,2
60,5.4,5.2,0
63,15.2,1.1,-2
64,5.4,5.1,0
68,14.8,1.5,0
73,15.4,4.1,1
76,15.3,4.8,1
71,14.9,1.3,0
67,5.4,3.6,0
77,15.2,3.5,2
74,15.1,4.3,0
71,5.4,5.9,0
76,15.3,4.0,1
72,5.4,6.0,0
74,14.8,1.0,0
74,5.4,3.6,0
75,14.3,0.0,0
77,15.0,3.2,2
77,5.4,3.4,0
77,14.4,0.4,0
78,14.7,3.9,2
84,14.0,0.0,0
81,14.3,4.0,2
82,5.4,4.0,0
78,13.8,3.2,2
81,5.4,3.4,0
73,14.1,7.3,2
71,5.4,3.2,0
73,13.6,2.2,0
74,5.4,4.4,0
79,14.4,6.0,2
77,14.1,2.5,0
80,14.3,0.8,27
77,5.4,5.1,41
81,14.5,4.3,20
81,14.7,4.7,49
78,14.5,1.6,51
77,5.4,5.4,65
81,15.0,5.4,221
79,14.7,1.0,69
75,5.4,3.5,122
78,14.9,1.0,338
74,5.4,4.8,154
79,15.1,4.8,66
74,15.7,7.9,367
71,5.4,4.7,119
74,15.2,1.4,62
70,5.4,2.1,36
74,15.4,1.3,159
73,15.9,5.6,66
74,5.4,1.6,43
73,15.4,1.4,60
75,15.8,5.3,86
86,15.0,0.9,52
74,15.6,6.8,67
80,5.4,2.4,84
90,15.2,2.5,68
76,5.4,3.0,114
83,14.8,0.7,149
73,5.4,1.8,156
80,14.8,1.4,120
86,15.2,3.7,83
72,5.4,1.7,33
77,14.4,0.8,29
82,14.7,3.2,19
75,13.9,1.5,0
82,14.2,1.9,2
74,5.4,3.9,0
63,5.4,2.5,0
86,14.0,2.4,2
78,13.7,0.7,0
69,12.2,1.2,0
66,5.4,1.4,0
88,13.9,3.1,2
77,12.2,0.8,2
64,5.4,3.5,0
70,11.8,2.1,0
66,10.1,1.2,0
65,5.4,5.1,0
74,11.6,2.5,2
90,7.2,4.9,3
79,6.0,6.8,0
83,7.4,3.7,1
88,6.3,3.2,3
82,6.0,3.7,0
82,6.2,2.5,1
82,6.0,1.7,2
79,6.0,3.3,0
87,5.9,3.3,3
83,5.7,1.2,2
80,6.0,3.7,0
86,5.9,3.5,3
81,6.0,3.0,0
87,5.7,3.3,3
82,5.3,1.2,2
80,6.0,3.3,0
87,5.2,3.4,3
80,5.1,0.5,2
79,5.2,1.1,2
80,6.0,2.4,0
87,5.0,2.9,4
80,5.0,1.0,32
86,5.1,3.9,33
79,6.0,2.7,27
79,6.0,4.1,86
82,5.0,1.7,96
90,4.9,3.6,148
87,5.0,2.0,101
79,6.0,3.5,98
81,5.0,1.8,93
80,5.7,3.5,204
87,5.2,3.8,244
78,6.0,3.3,195
84,5.7,3.7,210
79,6.0,1.8,257
80,5.4,3.1,222
82,4.9,2.1,213
80,6.0,1.7,204
88,5.1,1.8,204
90,4.6,1.7,286
82,6.0,3.1,277
84,4.3,0.6,160
92,4.1,4.5,171
85,6.0,1.3,147
84,6.0,1.4,160
93,4.2,2.7,137
85,4.2,1.0,155
84,4.4,0.0,122
93,4.2,1.3,128
84,6.0,1.7,147
85,4.4,1.2,48
91,4.2,0.9,68
84,6.0,1.9,42
85,6.0,1.8,0
87,4.4,1.4,6
92,4.3,2.7,9
86,4.3,0.4,2
86,6.0,2.9,0
92,4.1,1.1,4
87,6.0,4.1,0
95,4.3,4.8,4
91,4.0,2.9,2
95,3.9,4.2,4
87,6.0,3.3,0
90,3.4,0.8,3
85,6.0,2.3,0
93,3.9,2.7,4
88,3.7,0.3,3
91,4.0,2.9,4
83,6.0,2.1,0
86,3.8,0.3,2
84,6.5,0.9,0
84,3.7,0.6,3
92,3.9,2.6,4
84,6.0,1.0,0
86,3.5,0.0,3
92,3.8,3.8,4
91,3.4,1.3,4
85,3.5,1.3,3
81,6.0,1.2,0
83,6.0,1.2,0
87,3.5,1.3,3
89,3.4,1.3,4
91,3.5,2.8,3
95,3.5,3.2,4
84,6.0,4.3,0
94,3.2,3.3,4
91,3.1,1.8,3
85,6.0,2.6,0
84,6.0,3.5,1
94,3.1,5.7,5
90,3.2,2.4,7
90,3.2,1.5,84
95,3.3,2.9,66
85,6.0,2.0,82
96,3.5,3.8,260
86,6.0,2.4,285
90,3.7,1.7,350
94,3.8,2.6,447
82,6.0,2.4,447
87,3.6,1.3,507
83,3.5,1.2,540
78,6.0,1.6,568
91,3.7,2.6,613
88,3.8,4.2,627
80,6.0,2.9,604
83,3.6,2.4,713
75,6.0,2.0,688
79,3.4,1.4,717
86,3.7,2.4,726
84,3.4,3.1,622
75,6.0,3.0,674
79,3.3,1.0,627
75,6.0,2.7,585
80,2.7,1.4,27
86,3.4,3.6,616
85,3.3,2.7,491
78,6.5,2.5,454
88,3.2,3.4,330
80,6.5,3.9,294
81,6.5,2.1,20
84,2.7,1.2,95
89,3.1,3.1,156
83,6.5,1.5,0
90,2.8,2.5,5
91,2.9,2.4,4
82,6.5,1.5,0
82,6.5,2.0,0
91,2.9,1.3,4
68,3.7,2.8,2
77,6.5,3.0,0
69,4.4,2.9,2
90,3.1,1.2,4
80,3.5,2.6,4
74,6.5,1.8,0
65,5.2,2.0,2
70,6.5,3.4,0
66,6.2,1.6,1
81,4.1,1.8,3
85,4.8,2.8,3
71,6.5,0.7,0
77,7.7,1.1,1
89,5.4,2.5,3
80,7.1,1.0,2
80,6.5,1.7,0
81,6.5,1.5,0
91,5.4,2.5,3
82,6.8,1.0,2
83,6.5,0.7,0
92,5.1,0.0,3
86,5.9,0.5,2
88,5.7,0.0,2
96,5.0,2.3,4
87,6.5,0.8,0
92,4.1,0.0,6
88,6.5,1.1,1
98,3.2,0.7,8
93,4.3,0.0,62
98,3.2,0.8,92
89,6.5,1.2,46
99,3.8,1.1,150
90,6.5,2.1,122
89,5.4,1.7,161
90,6.5,1.9,337
80,6.7,0.8,393
97,8.7,2.2,305
89,4.4,1.5,199
97,5.2,0.9,212
88,6.5,1.3,191
83,6.5,1.0,294
89,4.4,1.6,318
96,5.1,1.9,543
84,6.5,1.2,413
88,5.1,2.6,538
92,5.3,1.8,523
80,6.5,1.2,268
91,5.6,1.6,409
82,6.5,1.4,354
89,5.8,0.9,236
83,7.2,1.9,263
92,5.5,1.6,117
81,6.5,0.8,243
84,6.5,1.0,58
83,7.4,1.7,58
92,5.2,1.4,79
90,5.7,1.1,35
83,6.5,0.9,25
91,5.6,1.2,3
84,6.5,0.9,0
86,6.5,0.4,0
86,7.1,1.4,1
93,5.7,1.1,3
93,5.8,1.8,3
86,6.5,2.4,0
87,6.5,1.8,0
93,6.0,2.9,3
91,5.4,1.2,2
93,5.9,3.4,3
87,6.5,2.8,0
94,5.6,3.5,3
86,7.0,2.8,2
93,5.1,1.9,4
82,6.5,1.8,0
85,6.5,2.5,0
91,6.7,1.4,2
89,6.5,3.4,0
97,6.0,2.1,3
99,6.0,4.9,4
88,6.5,3.8,0
93,6.7,2.0,2
99,5.8,5.1,4
94,6.3,1.4,2
87,6.1,4.6,13
93,5.7,0.8,15
99,5.6,4.7,13
88,6.1,3.7,48
88,6.1,6.5,65
99,5.4,5.6,49
94,5.6,1.0,39
99,5.5,6.2,75
94,5.3,1.2,32
89,6.1,6.5,105
100,5.4,5.8,94
90,6.1,5.8,70
95,5.2,1.2,57
94,5.3,1.8,58
90,6.1,5.6,80
100,5.4,3.7,63
100,5.4,3.5,79
95,5.4,0.9,45
94,5.2,0.3,51
100,5.2,3.3,62
90,6.1,3.1,67
95,5.2,0.9,36
90,6.1,2.6,48
100,5.0,2.1,32
100,5.1,1.0,29
90,6.1,3.7,38
95,5.6,0.7,33
96,5.5,1.0,9
91,6.1,1.9,5
100,5.4,1.4,12
96,5.4,0.9,2
91,6.1,1.9,0
100,5.5,2.2,4
91,6.1,1.9,0
97,5.4,1.1,2
100,5.4,2.0,4
97,5.7,1.2,2
91,6.1,1.9,0
100,5.7,2.8,4
91,6.1,1.9,0
100,5.9,3.0,4
96,6.0,0.8,2
95,6.3,0.9,2
100,7.0,0.7,3
91,6.1,1.9,0
91,5.1,1.9,0
100,7.3,0.9,3
95,7.7,0.3,2
94,7.5,0.5,2
91,6.1,1.9,0
100,7.9,2.1,3
94,7.6,0.9,2
100,7.8,1.6,3
91,6.1,1.9,0
100,7.9,2.0,3
94,7.8,1.1,2
91,6.1,1.9,0
100,8.2,2.6,4
91,6.1,1.9,0
94,7.8,1.2,2
91,6.1,1.9,0
94,8.1,1.6,2
99,8.3,2.9,3
93,8.0,2.3,2
91,6.1,1.9,0
98,8.1,1.0,3
98,8.1,0.6,4
91,6.1,1.9,0
92,7.7,2.0,2
98,6.5,1.0,18
91,6.1,1.9,22
90,7.8,1.5,51
85,6.8,3.1,308
100,6.2,1.6,66
91,6.1,1.9,78
94,6.4,1.6,163
91,6.1,1.9,188
99,5.7,1.8,183
93,6.7,0.8,487
91,6.1,1.9,636
100,5.8,2.0,241
90,6.9,0.7,338
99,6.2,1.1,217
91,6.1,1.9,269
98,5.8,1.8,464
91,6.1,1.9,334
94,6.7,1.4,291
99,6.4,1.4,283
96,6.1,1.3,473
87,6.1,1.3,669
96,5.6,1.0,93
100,5.6,2.5,289
86,6.1,1.7,514
100,5.6,1.4,188
95,6.5,2.1,176
86,6.1,1.7,221
100,5.2,1.5,223
95,5.9,2.6,104
86,6.1,2.6,179
94,5.7,3.2,22
100,4.9,1.7,53
90,6.1,1.9,15
90,6.1,2.8,0
91,6.2,2.5,3
100,4.8,1.5,4
85,6.7,1.1,2
91,6.1,1.2,0
100,5.4,1.0,3
91,6.1,1.8,0
100,5.3,1.7,3
83,6.8,1.9,2
84,6.7,1.6,2
100,4.6,2.3,4
90,6.1,1.6,0
90,5.1,2.1,0
100,5.1,0.4,3
85,6.4,1.0,2
99,5.6,0.3,3
85,6.3,0.7,2
90,5.1,2.3,0
100,4.9,0.7,3
89,5.1,1.7,0
88,6.0,0.0,2
98,5.7,0.6,3
88,5.1,1.0,0
88,6.1,0.0,2
88,5.1,1.4,0
89,5.9,0.5,2
94,6.3,0.6,4
88,7.4,2.3,2
88,5.1,2.1,0
91,7.5,1.5,3
91,7.4,1.3,3
88,5.1,1.7,0
88,5.1,1.2,0
95,6.2,1.2,3
90,5.5,1.2,2
98,5.3,2.2,6
92,5.0,1.8,4
87,5.1,1.0,0
93,6.1,2.3,35
89,5.1,1.7,37
98,5.8,2.4,30
90,6.1,2.8,63
88,5.1,1.1,51
98,5.7,5.0,60
98,5.5,2.0,117
87,5.1,2.0,151
94,5.4,2.2,111
99,6.0,2.6,128
89,5.1,0.9,107
89,5.1,2.4,267
95,6.2,2.8,154
98,6.6,2.6,236
87,5.1,2.9,211
97,6.5,4.2,579
91,7.1,2.5,205
87,5.1,2.7,245
92,6.4,3.1,264
94,7.1,0.9,568
97,6.3,6.7,400
86,5.1,3.8,441
96,7.0,6.2,362
91,7.5,1.6,186
87,5.1,3.6,206
86,5.1,1.1,220
85,9.9,2.3,140
92,7.8,4.8,293
84,10.7,3.6,91
85,5.1,4.9,84
92,8.1,3.4,196
83,10.5,5.4,2
93,8.0,2.5,4
86,5.1,4.9,0
83,10.5,5.3,1
85,5.1,3.5,0
95,7.6,2.3,3
84,9.8,4.9,1
96,8.2,3.7,3
86,5.1,2.8,0
89,5.1,3.1,0
94,9.7,5.9,3
89,9.5,3.7,1
90,11.1,3.9,1
87,5.1,2.7,0
88,3.1,5.5,0
97,10.7,1.1,3
91,9.9,3.0,1
87,14.0,4.6,2
90,5.1,7.1,0
78,5.1,3.4,0
86,12.4,6.0,3
83,12.0,2.0,1
75,5.1,5.6,0
81,11.4,6.3,3
77,10.1,5.0,1
82,10.1,9.8,3
75,5.1,7.8,0
74,9.1,4.0,1
84,9.4,6.0,3
70,5.1,5.0,0
74,8.7,5.5,1
66,5.1,6.4,0
66,5.1,3.4,0
69,8.2,3.9,2
80,8.4,9.0,4
77,8.4,3.6,18
74,5.1,7.9,14
66,7.4,5.4,77
72,7.4,9.1,121
64,5.1,8.4,106
61,5.1,9.9,221
65,7.4,3.5,228
60,7.7,11.4,729
53,5.1,8.8,552
56,7.3,5.5,283
45,5.1,6.8,695
47,7.3,6.0,775
36,3.1,9.1,724
34,3.1,5.1,640
36,7.0,4.7,726
35,3.1,9.7,618
36,7.1,3.0,91
33,3.1,4.4,98
34,6.9,3.0,103
31,3.1,8.9,46
35,7.0,4.4,37
33,3.1,8.4,19
41,3.1,4.2,0
48,6.7,2.3,2
42,6.5,5.9,4
44,6.6,3.2,0
37,6.0,7.8,3
50,3.1,6.0,0
44,6.2,3.0,1
46,3.1,2.9,0
43,6.1,7.5,3
44,3.1,2.7,0
47,6.1,6.9,3
45,6.1,2.1,1
48,5.9,7.8,3
42,5.8,3.2,1
42,3.1,5.8,0
46,5.5,2.3,1
48,5.5,6.2,3
46,2.3,2.5,0
45,5.2,3.4,1
51,5.2,4.5,3
44,3.1,4.7,0
45,3.1,3.9,0
46,4.9,3.1,1
54,4.7,4.8,3
51,4.7,5.6,1
47,3.1,2.7,0
57,4.6,4.8,3
54,4.5,5.0,3
53,4.5,3.7,1
51,3.1,2.5,0
55,4.2,3.2,1
54,4.3,4.3,3
53,3.1,6.3,0
54,4.1,6.4,3
54,4.2,3.7,1
50,3.1,2.6,0
49,3.1,6.4,3
56,3.8,6.6,9
48,3.9,2.0,12
43,3.6,2.0,194
46,3.1,8.8,146
51,3.7,7.0,104
44,3.1,5.8,317
41,3.9,7.7,309
40,4.0,8.0,477
39,3.1,3.8,482
41,4.4,3.3,540
35,3.1,5.1,606
37,4.7,7.1,613
36,5.0,2.1,689
36,5.5,6.3,699
33,3.1,6.0,688
32,3.1,6.8,745
35,5.5,10.4,754
32,5.7,3.7,428
31,6.0,2.9,853
33,6.0,9.0,835
29,3.1,8.6,784
31,3.1,7.9,149
31,6.0,1.4,136
32,6.3,8.8,782
31,6.2,7.4,631
28,3.1,9.1,103
27,5.7,1.8,305
29,3.1,3.7,383
31,6.0,5.4,94
31,5.8,1.4,29
31,5.8,6.1,38
29,3.1,4.6,35
33,5.8,1.8,3
31,3.1,4.4,1
33,5.8,4.7,6
32,5.5,1.7,0
36,5.8,3.8,3
31,3.1,3.0,0
33,3.1,2.4,0
38,5.4,2.8,3
34,5.3,1.3,1
41,5.0,3.1,3
37,2.3,1.5,0
40,2.3,2.5,0
43,4.6,3.6,3
40,4.9,3.7,1
47,4.2,3.1,3
41,2.3,3.6,0
42,4.5,1.9,1
47,3.9,2.9,1
50,3.9,4.0,3
45,2.3,3.3,0
45,2.8,1.6,1
48,2.9,3.3,3
43,2.3,2.6,0
48,2.3,3.9,0
44,1.5,5.3,3
47,1.7,0.9,2
52,1.0,5.2,3
48,2.3,1.8,0
50,1.1,1.6,2
55,2.3,3.5,0
58,0.6,3.1,3
56,0.7,1.5,2
60,2.3,2.1,0
63,0.5,3.5,4
60,0.7,2.0,2
67,0.5,2.8,10
64,0.8,2.4,14
63,2.3,4.4,4
68,0.9,3.4,103
64,2.3,2.1,145
64,1.3,0.9,190
63,1.9,2.2,375
67,1.8,2.8,311
63,2.3,3.8,194
63,2.3,1.3,202
64,2.4,3.1,478
64,2.2,2.1,526
72,2.4,4.9,704
69,2.3,2.7,442
72,2.6,2.5,561
73,2.6,4.3,697
72,2.5,3.4,306
69,2.3,3.9,290
69,2.8,2.9,384
74,2.7,4.2,724
64,2.3,4.0,736
70,3.0,3.0,678
72,2.7,4.6,696
70,2.3,3.7,682
78,2.3,5.2,593
75,2.7,5.4,617
76,2.9,3.2,64
86,2.8,4.3,120
81,2.3,4.2,534
83,2.9,5.9,484
85,3.0,3.3,66
88,3.0,5.1,180
79,2.3,4.8,42
85,2.9,3.7,69
87,2.8,6.4,80
81,2.3,4.9,61
78,2.3,4.1,0
87,2.8,5.5,5
85,2.6,3.4,4
86,2.6,5.5,4
79,2.3,2.8,2
75,2.3,4.4,0
78,2.3,4.1,0
82,2.4,3.6,3
81,2.4,3.3,2
86,2.6,5.5,3
80,2.3,3.6,0
85,2.6,4.2,2
78,2.3,3.0,0
84,2.3,4.9,3
83,2.2,3.7,2
84,2.2,4.6,3
77,2.1,3.8,0
81,2.0,2.5,2
81,2.1,2.2,2
77,2.3,3.0,0
83,2.1,3.3,4
81,2.0,2.3,2
78,2.3,2.0,0
84,2.2,3.8,4
76,2.3,2.5,0
82,1.9,2.5,2
84,2.1,4.2,4
85,2.2,3.4,4
76,2.3,4.2,0
81,1.8,3.8,3
76,2.1,3.7,0
80,1.6,2.8,2
83,1.8,3.8,4
84,1.8,2.9,4
76,2.1,3.1,0
78,2.1,3.0,0
82,1.6,2.3,5
83,1.9,3.4,8
83,1.7,2.4,35
77,2.1,1.0,33
83,1.8,2.6,68
85,2.0,3.0,98
80,2.1,1.7,103
75,2.1,2.1,97
78,2.1,3.1,552
77,2.3,1.6,277
80,2.1,2.1,250
78,2.1,2.6,660
78,2.6,2.2,357
84,2.7,2.1,302
84,2.7,2.7,371
77,2.1,2.1,286
74,2.1,3.2,751
76,3.2,2.0,734
78,2.6,1.8,427
78,2.2,3.4,755
73,2.1,2.0,762
79,2.9,4.3,706
82,2.4,3.8,202
87,3.0,6.0,636
78,2.1,3.6,510
83,2.8,6.9,492
70,2.1,5.3,309
77,1.9,5.8,163
77,2.0,4.9,231
78,2.1,6.8,316
71,2.1,5.9,299
72,1.8,7.1,53
65,2.1,5.4,81
72,1.6,5.3,73
67,2.1,3.9,2
71,1.6,3.7,5
77,2.1,6.1,7
72,1.9,4.4,2
69,1.6,5.6,3
65,2.1,4.9,0
76,1.9,5.4,2
71,2.1,6.4,0
78,1.9,5.9,3
79,2.4,4.9,2
72,2.1,5.4,0
79,2.1,6.2,3
72,3.4,5.3,0
79,2.1,6.6,3
77,2.0,5.0,2
79,1.9,4.8,2
74,2.1,4.7,0
80,1.9,5.9,3
77,1.7,4.4,2
78,1.8,4.8,3
74,2.1,6.2,0
78,2.0,3.4,2
75,1.5,5.5,3
70,2.1,6.1,0
72,2.1,3.8,0
75,1.4,4.3,2
73,1.4,3.8,4
71,2.1,3.9,0
78,1.4,4.2,2
77,1.7,5.3,4
81,1.7,6.1,9
81,0.9,3.4,12
75,2.1,4.9,2
82,1.5,4.6,295
75,0.7,2.3,174
71,2.1,4.9,342
78,0.9,4.9,560
81,1.5,5.8,487
72,2.1,5.3,500
74,0.6,5.8,862
76,2.1,5.5,289
79,1.8,5.6,629
73,1.2,6.7,802
68,2.1,6.0,706
78,1.9,4.8,332
76,1.4,4.9,182
68,2.1,4.6,735
76,2.0,7.1,761
70,0.8,4.8,713
73,1.8,4.4,730
63,2.1,5.0,703
64,2.1,4.6,615
71,1.0,3.0,45
66,0.6,6.2,649
62,2.1,3.7,483
71,0.7,2.6,35
71,0.9,4.6,519
65,2.1,1.8,310
66,0.9,2.3,321
69,1.0,2.9,354
67,1.0,2.7,170
60,2.1,2.1,30
66,0.5,1.0,27
67,0.4,1.3,9
63,2.1,1.8,2
68,0.4,1.5,6
65,2.1,2.4,0
71,0.6,1.0,4
67,1.0,3.3,2
69,0.8,2.2,4
65,3.4,3.0,0
66,3.4,2.2,0
69,1.2,3.7,2
70,0.9,1.9,4
73,1.3,1.1,4
68,1.4,1.5,2
67,3.4,2.0,0
61,3.4,2.7,0
65,1.4,0.6,2
68,0.9,1.2,4
60,3.4,2.5,0
59,1.3,2.3,2
68,0.3,1.7,4
56,3.4,1.3,0
59,1.0,1.6,2
68,0.1,2.3,4
55,0.6,0.8,2
62,0.4,3.0,4
52,3.4,2.8,0
55,3.4,2.0,0
60,0.2,1.8,4
75,1.0,2.0,2
75,1.3,4.6,4
72,3.4,2.6,0
79,1.2,3.5,4
75,0.8,2.6,2
68,3.4,4.5,0
78,1.1,3.3,11
72,0.3,0.8,13
68,3.4,2.0,5
70,0.7,1.4,203
62,3.4,2.5,155
73,0.9,1.5,141
67,1.3,1.7,315
63,0.3,2.7,392
57,3.4,2.4,334
58,3.4,3.5,497
64,0.4,3.1,563
